,Id,Company,Date,Title,Publisher,Link,ProviderPublishTime,Type,Related Company,Text
0,d95ff502-32a2-3148-b500-f432717623f1,SCHW,2022-12-31,"Financial Stocks Show Bullish Growth Spurts: SCHW, AMBC, IMXI and FOUR Join IBD 50",Investor's Business Daily,https://finance.yahoo.com/m/d95ff502-32a2-3148-b500-f432717623f1/financial-stocks-show-bullish.html,1672415179,STORY,"['AMBC-WS', 'IMXI', 'SCHW', 'FOUR']","[A group of top-performing financial stocks have joined the IBD 50 after winning streaks, driven by bullish growth traits.Continue reading]"
1,dd37343c-a153-304b-8afd-cc799a022cc6,TXN,2022-12-31,3 Dividend-Paying Tech Stocks to Buy in January,Motley Fool,https://finance.yahoo.com/m/dd37343c-a153-304b-8afd-cc799a022cc6/3-dividend-paying-tech-stocks.html,1672491660,STORY,"['CSCO', 'IBM', 'TXN']","[The tech sector's meltdown in 2022 -- which was mainly driven by inflation, rising interest rates, and other nerve-wracking macro headwinds -- highlighted the value of consistent profits, reasonable valuations, and reliable dividends during uncertain times. Many speculative tech stocks that lacked those strengths quickly surrendered their pandemic-era gains.Continue reading]"
2,59a30aa5-362b-327f-8eec-f34a3ceb12af,TXN,2022-12-31,Investors in Texas Instruments (NASDAQ:TXN) have made a respectable return of 73% over the past five years,Simply Wall St.,https://finance.yahoo.com/news/investors-texas-instruments-nasdaq-txn-110030167.html,1672484430,STORY,['TXN'],"[When we invest, we're generally looking for stocks that outperform the market average. And the truth is, you can make significant gains if you buy good quality businesses at the right price. For example, long term Texas Instruments Incorporated (NASDAQ:TXN) shareholders have enjoyed a 51% share price rise over the last half decade, well in excess of the market return of around 31% (not including dividends).Let's take a look at the underlying fundamentals over the longer term, and see if they've been consistent with shareholders returns. Check out our latest analysis for Texas Instruments To paraphrase Benjamin Graham: Over the short term the market is a voting machine, but over the long term it's a weighing machine. One flawed but reasonable way to assess how sentiment around a company has changed is to compare the earnings per share (EPS) with the share price.Over half a decade, Texas Instruments managed to grow its earnings per share at 18% a year. The EPS growth is more impressive than the yearly share price gain of 9% over the same period. Therefore, it seems the market has become relatively pessimistic about the company.You can see below how EPS has changed over time (discover the exact values by clicking on the image).earnings-per-share-growthWe know that Texas Instruments has improved its bottom line lately, but is it going to grow revenue? You could check out this free report showing analyst revenue forecasts.What About Dividends?It is important to consider the total shareholder return, as well as the share price return, for any given stock. The TSR is a return calculation that accounts for the value of cash dividends (assuming that any dividend received was reinvested) and the calculated value of any discounted capital raisings and spin-offs. Arguably, the TSR gives a more comprehensive picture of the return generated by a stock. As it happens, Texas Instruments' TSR for the last 5 years was 73%, which exceeds the share price return mentioned earlier. This is largely a result of its dividend payments!Story continuesA Different PerspectiveWhile it's certainly disappointing to see that Texas Instruments shares lost 9.9% throughout the year, that wasn't as bad as the market loss of 22%. Of course, the long term returns are far more important and the good news is that over five years, the stock has returned 12% for each year. In the best case scenario the last year is just a temporary blip on the journey to a brighter future. It's always interesting to track share price performance over the longer term. But to understand Texas Instruments better, we need to consider many other factors. To that end, you should learn about the   3 warning signs  we've spotted with Texas Instruments (including 2 which are significant) .If you would prefer to check out another company -- one with potentially superior financials -- then do not miss this free list of companies that have proven they can grow earnings.Please note, the market returns quoted in this article reflect the market weighted average returns of stocks that currently trade on US exchanges.Have feedback on this article? Concerned about the content? Get in touch with us directly. Alternatively, email editorial-team (at) simplywallst.com.This article by Simply Wall St is general in nature. We provide commentary based on historical data and analyst forecasts only using an unbiased methodology and our articles are not intended to be financial advice. It does not constitute a recommendation to buy or sell any stock, and does not take account of your objectives, or your financial situation. We aim to bring you long-term focused analysis driven by fundamental data. Note that our analysis may not factor in the latest price-sensitive company announcements or qualitative material. Simply Wall St has no position in any stocks mentioned.Join A Paid User Research SessionYou’ll receive a US$30 Amazon Gift card for 1 hour of your time while helping us build better investing tools for the individual investors like yourself. Sign up here]"
3,7cf0fb2d-4754-3ed2-8874-5ad9dc31c0fe,AYI,2022-12-31,AMD Stock Should Benefit From Next-Generation Computer Chips,Barrons.com,https://finance.yahoo.com/m/7cf0fb2d-4754-3ed2-8874-5ad9dc31c0fe/amd-stock-should-benefit-from.html,1672443000,STORY,['AYI'],[]
4,9d0a300c-1eb3-37f6-8f4b-b289542a273f,UNM,2022-12-31,5 Low Price-to-Book Stocks to Buy in the New Year,Zacks,https://finance.yahoo.com/news/5-low-price-book-stocks-124212452.html,1672404132,STORY,"['SIG', 'PVH', 'UNM', 'AER']","[Value investors have, over the years, preferred price-to-earnings ratio or P/E as a means to identify value stocks. However, in the case of loss-making companies that have a negative price-to-earnings ratio, the price-to-sales or P/S ratio is considered in determining their true value.However, the price-to-book ratio (P/B ratio), though used less often, is also an easy-to-use valuation tool for identifying low-priced stocks with great returns.The P/B ratio is calculated as below:P/B ratio = market capitalization/book value of equityThe P/B ratio helps to identify low-priced stocks that have high growth prospects. PVH Corp. PVH, Signet Jewelers SIG, Unum Group UNM, Aercap AER and Sterling Infrastructure STRL are some such stocks.Now let us understand the concept of book value.What’s Book Value?Book value is the total value that would be left over, according to the company’s balance sheet, if it goes bankrupt immediately. In other words, this is what shareholders would theoretically receive if a company liquidates all its assets after paying off all its liabilities.It is calculated by subtracting total liabilities from the total assets of a company. In most cases, this equates to the common stockholders’ equity on the balance sheet. However, depending on the company’s balance sheet, intangible assets should also be subtracted from the total assets to determine book value.Understanding P/B RatioBy comparing the book value of equity to its market price, we get an idea of whether a company is under-or overpriced. However, like P/E or P/S ratio, it is always better to compare P/B ratios within industries.A P/B ratio of less than one means that the stock is trading at less than its book value, or the stock is undervalued and, therefore a good buy. Conversely, a stock with a ratio greater than one can be interpreted as being overvalued or relatively expensive.For example, a stock with a P/B ratio of 2 means that we pay $2 for every $1 of book value. Thus, the higher the P/B, the more expensive the stock.Story continuesBut there is a caveat. A P/B ratio of less than one can also mean that the company is earning weak or even negative returns on its assets or that the assets are overstated, in which case the stock should be shunned because it may be destroying shareholder value. Conversely, the stock’s price may be significantly high — thereby pushing the P/B ratio to more than one — in the likely case that it has become a takeover target, a good enough reason to own the stock.Moreover, the P/B ratio isn't without limitations. It is useful for businesses — like finance, investments, insurance, and banking or manufacturing companies — with many liquid/tangible assets on the books. However, it can be misleading for firms with significant R&amp;D expenditure, high debt, service companies, or those with negative earnings.In any case, the ratio is not particularly relevant as a standalone number. One should analyze other ratios like P/E, P/S and debt to equity before arriving at a reasonable investment decision.Screening ParametersPrice to Book (common Equity) less than X-Industry Median: A lower P/B compared with the industry average implies that there is enough room for the stock to gain.Price to Sales less than X-Industry Median: The P/S ratio determines how much the market values every dollar of the company’s sales/revenues — a lower ratio than the industry makes the stock attractive.Price to Earnings using F(1) estimate less than X-Industry Median: The P/E ratio (F1) values a company based on its current share price relative to its estimated earnings per share — a lower ratio than the industry is considered better.PEG less than 1: PEG links the P/E ratio to the future growth rate of the company. The PEG ratio portrays a more complete picture than the P/E ratio. A value of less than 1 indicates that the stock is undervalued and investors need to pay less for a stock that has bright earnings growth prospects.Current Price greater than or equal to $5: They must all be trading at a minimum of $5 or higher.Average 20-Day Volume greater than or equal to 100,000: A substantial trading volume ensures that the stock is easily tradable.Zacks Rank less than or equal to #2: Zacks Rank #1 (Strong Buy) or 2 (Buy) stocks are known to outperform irrespective of the market environment.Value Score equal to A or B: Our research shows that stocks with a Value Score of A or B, when combined with a Zacks Rank #1 or 2, offer the best opportunities in the value investing space.Here are our five picks out of the 10 stocks that qualified the screening:PVH Corp. specializes in designing and marketing branded dress shirts, neckwear, sportswear, jeanswear, intimate apparel, swim products, footwear, handbags and related products.PVH Corp. has a Zacks Rank #2 and a Value Score of A. You can see the complete list of today’s Zacks #1 Rank stocks here.PVH Corp. has a projected 3–5 year EPS growth rate of 10.22%.Signet Jewelers is a retailer of diamond jewelry, watches as well as other products. The company operates in the United States, Canada, the U.K., the Republic of Ireland and the Channel Islands.Signet Jewelers has a projected 3–5-year EPS growth rate of 8%. SIG currently has a Zacks Rank #1 and a Value Score of B.Unum Group was created following the June 1999 merger of Provident Companies and Unum Corporation. Along with disability insurance, the company provides long-term care insurance, life insurance, employer- and employee-paid group benefits and related services.Unum Group has a Zacks Rank #2 and a Value Score of A. Unum Group has a projected 3–5 year EPS growth rate of 12.24%.AerCap is the global leader in aviation leasing with an attractive order book in the industry. AerCap serves approximately 300 customers around the world with its comprehensive fleet solutions.AerCap currently carries a Zacks Rank #2 and has a Value Score of A. It also has an impressive five-year expected growth rate of 8.2%.Sterling Infrastructure operates through subsidiaries within segments specializing in E-Infrastructure, Building and Transportation Solutions. E-Infrastructure Solutions projects develop advanced, large-scale site development systems and services for data centers, e-commerce distribution centers, warehousing, transportation, energy and more. Building Solutions projects include residential and commercial concrete foundations for single-family and multi-family homes, parking structures, elevated slabs and other concrete work. Transportation Solutions includes infrastructure and rehabilitation projects for highways, roads, bridges, airports, ports, light rail, water, wastewater and storm drainage systems.Sterling Infrastructure has a projected 3-5-year EPS growth rate of 18%. Sterling Infrastructure currently has a Zacks Rank #1 and a Value Score of B.Get the rest of the stocks on the list and startputting this and other ideas to the test. It can all be done with the Research Wizard stock picking and backtesting software.The Research Wizard is a great place to begin. It's easy to use. Everything is in plain language. And it's very intuitive. Start your Research Wizard trial today. And the next time you read an economic report, open up the Research Wizard, plug your finds in, and see what gems come out.Click here to sign up for a free trial to the Research Wizard today.Disclosure: Officers, directors and/or employees of Zacks Investment Research may own or have sold short securities and/or hold long and/or short positions in options that are mentioned in this material. An affiliated investment advisory firm may own or have sold short securities and/or hold long and/or short positions in options that are mentioned in this material.Disclosure: Performance information for Zacks’ portfolios and strategies are available at: https://www.zacks.com/performanceWant the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free reportUnum Group (UNM) : Free Stock Analysis ReportSignet Jewelers Limited (SIG) : Free Stock Analysis ReportPVH Corp. (PVH) : Free Stock Analysis ReportSterling Infrastructure, Inc. (STRL) : Free Stock Analysis ReportAercap Holdings N.V. (AER) : Free Stock Analysis ReportTo read this article on Zacks.com click here.Zacks Investment Research]"
5,16ffef65-79de-33e9-8d5b-b9d702e380d3,STT,2022-12-31,Top Pfizer Shareholders,Investopedia,https://finance.yahoo.com/m/16ffef65-79de-33e9-8d5b-b9d702e380d3/top-pfizer-shareholders.html,1672438603,STORY,"['PFE', 'BLK', 'STT']","[The top Pfizer shareholders are Frank A. D'amelio, Mikael Dolsten, Albert Bourla, Vanguard Group, BlackRock, and State Street.Continue reading]"
6,e37539b5-8d05-349f-aabe-84b7c852f643,PVH,2022-12-31,PVH (PVH) Down 3.6% Since Last Earnings Report: Can It Rebound?,Zacks,https://finance.yahoo.com/news/pvh-pvh-down-3-6-163004483.html,1672417804,STORY,['PVH'],"[It has been about a month since the last earnings report for PVH (PVH). Shares have lost about 3.6% in that time frame, outperforming the S&amp;P 500.Will the recent negative trend continue leading up to its next earnings release, or is PVH due for a breakout? Before we dive into how investors and analysts have reacted as of late, let's take a quick look at the most recent earnings report in order to get a better handle on the important drivers.PVH Corp Q3 Earnings &amp; Revenues Beat on Brand StrengthPVH Corp reported third-quarter fiscal 2022 results, wherein both the top and bottom lines surpassed the Zacks Consensus Estimate. However, both metrics declined year over year.Results gained from the continued momentum in its core brands — Calvin Klein and Tommy Hilfiger — along with pricing actions. However, the ongoing macroeconomic challenges, particularly in Europe, and continued COVID impacts in Asia remained headwinds.That said, management remains on track with its PVH+ Plan, which aims at product strength and consumer engagement, direct-to-consumer, digital enhancement and improving its supply-chain capabilities, which are likely to result in substantial cost efficiencies and better productivity.Q3 HighlightsPVH Corp reported adjusted earnings of $2.60 per share, down 2.6% from the year-ago quarter's $2.67. However, the bottom line beat the Zacks Consensus Estimate of $2.13. On a GAAP basis, the company reported a loss of $2.88 per share against earnings of $3.89 in the prior-year quarter.In the fiscal third quarter, revenues fell 2% year over year (up 7% on a cc basis) to $2,281 million. This is mainly due to the impacts of the Ukraine war, such as Russia store closures, the cessation of wholesale shipments to Russia and Belarus, and a reduction in wholesale shipments to Ukraine. However, the top line surpassed the Zacks Consensus Estimate of $2,232 million.On the flip side, the company witnessed growth across all regions and in its Tommy Hilfiger and Calvin Klein brand businesses. Strength in its international businesses, as well as improvements in North America, particularly in the direct-to-consumer business, acted as other upsides.Direct-to-consumer revenues fell 5% year over year in the quarter, whereas Wholesale revenues plunged 2%. Revenues in the digital channel declined roughly 12% in the quarter under review.The company's gross profits amounted to $1,274.2 million, down 5.3% year over year. The gross margin contracted 180 bps to 55.9% due to higher costs and increased promotions, which more than offset gains from price increases. This also includes unfavorable currency impacts of 40 bps.Adjusted selling, general and administrative expenses decreased 2% year over year to $1,068.3 million. Adjusted earnings before interest and taxes totaled $220 million compared with $266 million in the prior-year quarter. This mainly resulted from reduced expenses in the prior-year period due to store closures in certain regions. The metric also included $30 million of adverse foreign currency impacts.Story continuesSegmental AnalysisPVH Corp reports financial results under three segments — Calvin Klein, Tommy Hilfiger and Heritage Brands.Revenues from the Calvin Klein segment inched up 1% year over year. Sales from Calvin Klein North America fell 4% while the same for Calvin Klein International rose 9%.Revenues from the Tommy Hilfiger segment declined 4% year over year in the reported quarter. Revenues were up 12% at Tommy Hilfiger North America while the metric declined 10% at Tommy Hilfiger International.The Heritage Brands segment's revenues plunged 4% year over year in the quarter under review.Financial DetailsPVH Corp ended the quarter with cash and cash equivalents of $457 million, long-term debt of $2,109.1 million, and stockholders' equity of $4,822.8 million. The company also bought back $102 million of shares under its existing $3-billion share repurchase program in the quarter under review.OutlookManagement revised its fiscal 2022 outlook and issued the fiscal fourth-quarter view. For fiscal 2022, revenues are anticipated to be at the higher end of the earlier mentioned year-over-year decrease of 3-4% (up 3-4% on a cc basis). This is inclusive of a 2% reduction each for the exit of the Heritage Brands Retail business and the war in Ukraine.The bottom line is expected to be $8.25 for the year, up from the $8.00 per share mentioned earlier. However, the company reported $10.15 last year. Interest expenses are likely to be $85 million, suggesting a decline from the prior year’s reported figure of $104 million. Also, the effective tax rate is expected to be 64% on a GAAP basis and 24% on an adjusted basis.For fourth-quarter fiscal 2022, management expects a 4% year-over-year revenue decline. This is inclusive of a 2% decline from the war in Ukraine. The bottom line is likely to be 45 cents on a GAAP basis and $1.65 on an adjusted basis. Notably, the company reported $3.89 and $2.67 on a GAAP and non-GAAP basis, respectively, in the year-ago quarter. This includes unfavorable currency impacts of 27 cents, as well as 15 cents of adverse impacts of the Ukraine war.Interest expenses for the fiscal fourth quarter are likely to remain flat year over year. Notably, it reported $24 million in the year-ago period. The effective tax rate is expected to be 80% on a GAAP basis and 25% on an adjusted basis.Business DevelopmentPVH Corp announced the extension of its license agreements with G-III Apparel Group from 2025 to 2027. The deal will enable the smooth transition of core product categories back to PVH at the end of the extended terms.The transaction mainly includes Calvin Klein and Tommy Hilfiger brands in the United States and Canada, particularly the women’s North American wholesale business. The move is part of the PVH+ plan, which is a multi-year strategic growth plan to unlock the full potential of the company’s two iconic brands in the North American market.How Have Estimates Been Moving Since Then?In the past month, investors have witnessed a downward trend in estimates review.The consensus estimate has shifted -9.91% due to these changes.VGM ScoresAt this time, PVH has a poor Growth Score of F, a grade with the same score on the momentum front. However, the stock was allocated a grade of A on the value side, putting it in the top quintile for this investment strategy.Overall, the stock has an aggregate VGM Score of D. If you aren't focused on one strategy, this score is the one you should be interested in.OutlookEstimates have been broadly trending downward for the stock, and the magnitude of these revisions indicates a downward shift. Notably, PVH has a Zacks Rank #2 (Buy). We expect an above average return from the stock in the next few months.Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free reportPVH Corp. (PVH) : Free Stock Analysis ReportTo read this article on Zacks.com click here.Zacks Investment Research]"
7,9d0a300c-1eb3-37f6-8f4b-b289542a273f,PVH,2022-12-31,5 Low Price-to-Book Stocks to Buy in the New Year,Zacks,https://finance.yahoo.com/news/5-low-price-book-stocks-124212452.html,1672404132,STORY,"['SIG', 'PVH', 'UNM', 'AER']","[Value investors have, over the years, preferred price-to-earnings ratio or P/E as a means to identify value stocks. However, in the case of loss-making companies that have a negative price-to-earnings ratio, the price-to-sales or P/S ratio is considered in determining their true value.However, the price-to-book ratio (P/B ratio), though used less often, is also an easy-to-use valuation tool for identifying low-priced stocks with great returns.The P/B ratio is calculated as below:P/B ratio = market capitalization/book value of equityThe P/B ratio helps to identify low-priced stocks that have high growth prospects. PVH Corp. PVH, Signet Jewelers SIG, Unum Group UNM, Aercap AER and Sterling Infrastructure STRL are some such stocks.Now let us understand the concept of book value.What’s Book Value?Book value is the total value that would be left over, according to the company’s balance sheet, if it goes bankrupt immediately. In other words, this is what shareholders would theoretically receive if a company liquidates all its assets after paying off all its liabilities.It is calculated by subtracting total liabilities from the total assets of a company. In most cases, this equates to the common stockholders’ equity on the balance sheet. However, depending on the company’s balance sheet, intangible assets should also be subtracted from the total assets to determine book value.Understanding P/B RatioBy comparing the book value of equity to its market price, we get an idea of whether a company is under-or overpriced. However, like P/E or P/S ratio, it is always better to compare P/B ratios within industries.A P/B ratio of less than one means that the stock is trading at less than its book value, or the stock is undervalued and, therefore a good buy. Conversely, a stock with a ratio greater than one can be interpreted as being overvalued or relatively expensive.For example, a stock with a P/B ratio of 2 means that we pay $2 for every $1 of book value. Thus, the higher the P/B, the more expensive the stock.Story continuesBut there is a caveat. A P/B ratio of less than one can also mean that the company is earning weak or even negative returns on its assets or that the assets are overstated, in which case the stock should be shunned because it may be destroying shareholder value. Conversely, the stock’s price may be significantly high — thereby pushing the P/B ratio to more than one — in the likely case that it has become a takeover target, a good enough reason to own the stock.Moreover, the P/B ratio isn't without limitations. It is useful for businesses — like finance, investments, insurance, and banking or manufacturing companies — with many liquid/tangible assets on the books. However, it can be misleading for firms with significant R&amp;D expenditure, high debt, service companies, or those with negative earnings.In any case, the ratio is not particularly relevant as a standalone number. One should analyze other ratios like P/E, P/S and debt to equity before arriving at a reasonable investment decision.Screening ParametersPrice to Book (common Equity) less than X-Industry Median: A lower P/B compared with the industry average implies that there is enough room for the stock to gain.Price to Sales less than X-Industry Median: The P/S ratio determines how much the market values every dollar of the company’s sales/revenues — a lower ratio than the industry makes the stock attractive.Price to Earnings using F(1) estimate less than X-Industry Median: The P/E ratio (F1) values a company based on its current share price relative to its estimated earnings per share — a lower ratio than the industry is considered better.PEG less than 1: PEG links the P/E ratio to the future growth rate of the company. The PEG ratio portrays a more complete picture than the P/E ratio. A value of less than 1 indicates that the stock is undervalued and investors need to pay less for a stock that has bright earnings growth prospects.Current Price greater than or equal to $5: They must all be trading at a minimum of $5 or higher.Average 20-Day Volume greater than or equal to 100,000: A substantial trading volume ensures that the stock is easily tradable.Zacks Rank less than or equal to #2: Zacks Rank #1 (Strong Buy) or 2 (Buy) stocks are known to outperform irrespective of the market environment.Value Score equal to A or B: Our research shows that stocks with a Value Score of A or B, when combined with a Zacks Rank #1 or 2, offer the best opportunities in the value investing space.Here are our five picks out of the 10 stocks that qualified the screening:PVH Corp. specializes in designing and marketing branded dress shirts, neckwear, sportswear, jeanswear, intimate apparel, swim products, footwear, handbags and related products.PVH Corp. has a Zacks Rank #2 and a Value Score of A. You can see the complete list of today’s Zacks #1 Rank stocks here.PVH Corp. has a projected 3–5 year EPS growth rate of 10.22%.Signet Jewelers is a retailer of diamond jewelry, watches as well as other products. The company operates in the United States, Canada, the U.K., the Republic of Ireland and the Channel Islands.Signet Jewelers has a projected 3–5-year EPS growth rate of 8%. SIG currently has a Zacks Rank #1 and a Value Score of B.Unum Group was created following the June 1999 merger of Provident Companies and Unum Corporation. Along with disability insurance, the company provides long-term care insurance, life insurance, employer- and employee-paid group benefits and related services.Unum Group has a Zacks Rank #2 and a Value Score of A. Unum Group has a projected 3–5 year EPS growth rate of 12.24%.AerCap is the global leader in aviation leasing with an attractive order book in the industry. AerCap serves approximately 300 customers around the world with its comprehensive fleet solutions.AerCap currently carries a Zacks Rank #2 and has a Value Score of A. It also has an impressive five-year expected growth rate of 8.2%.Sterling Infrastructure operates through subsidiaries within segments specializing in E-Infrastructure, Building and Transportation Solutions. E-Infrastructure Solutions projects develop advanced, large-scale site development systems and services for data centers, e-commerce distribution centers, warehousing, transportation, energy and more. Building Solutions projects include residential and commercial concrete foundations for single-family and multi-family homes, parking structures, elevated slabs and other concrete work. Transportation Solutions includes infrastructure and rehabilitation projects for highways, roads, bridges, airports, ports, light rail, water, wastewater and storm drainage systems.Sterling Infrastructure has a projected 3-5-year EPS growth rate of 18%. Sterling Infrastructure currently has a Zacks Rank #1 and a Value Score of B.Get the rest of the stocks on the list and startputting this and other ideas to the test. It can all be done with the Research Wizard stock picking and backtesting software.The Research Wizard is a great place to begin. It's easy to use. Everything is in plain language. And it's very intuitive. Start your Research Wizard trial today. And the next time you read an economic report, open up the Research Wizard, plug your finds in, and see what gems come out.Click here to sign up for a free trial to the Research Wizard today.Disclosure: Officers, directors and/or employees of Zacks Investment Research may own or have sold short securities and/or hold long and/or short positions in options that are mentioned in this material. An affiliated investment advisory firm may own or have sold short securities and/or hold long and/or short positions in options that are mentioned in this material.Disclosure: Performance information for Zacks’ portfolios and strategies are available at: https://www.zacks.com/performanceWant the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free reportUnum Group (UNM) : Free Stock Analysis ReportSignet Jewelers Limited (SIG) : Free Stock Analysis ReportPVH Corp. (PVH) : Free Stock Analysis ReportSterling Infrastructure, Inc. (STRL) : Free Stock Analysis ReportAercap Holdings N.V. (AER) : Free Stock Analysis ReportTo read this article on Zacks.com click here.Zacks Investment Research]"
8,1a38a8c7-fab0-361c-a343-487c8d081629,CF,2022-12-31,Are Options Traders Betting on a Big Move in CF Industries (CF) Stock?,Zacks,https://finance.yahoo.com/news/options-traders-betting-big-move-133401079.html,1672407241,STORY,['CF'],"[Investors in CF Industries Holdings, Inc. CF need to pay close attention to the stock based on moves in the options market lately. That is because the Jan 20, 2023 $15.00 Call had some of the highest implied volatility of all equity options today.What is Implied Volatility?Implied volatility shows how much movement the market is expecting in the future. Options with high levels of implied volatility suggest that investors in the underlying stocks are expecting a big move in one direction or the other. It could also mean there is an event coming up soon that may cause a big rally or a huge sell-off. However, implied volatility is only one piece of the puzzle when putting together an options trading strategy.What do the Analysts Think?Clearly, options traders are pricing in a big move for CF Industries shares, but what is the fundamental picture for the company? Currently, CF Industries is a Zacks Rank #3 (Hold) in the Fertilizers industry that ranks in the Bottom 4% of our Zacks Industry Rank. Over the last 60 days, one analyst has increased the earnings estimates for the current quarter, while five have dropped their estimates. The net effect has taken our Zacks Consensus Estimate for the current quarter from $4.74 per share to $4.26 in that period.Given the way analysts feel about CF Industries right now, this huge implied volatility could mean there’s a trade developing. Oftentimes, options traders look for options with high levels of implied volatility to sell premium. This is a strategy many seasoned traders use because it captures decay. At expiration, the hope for these traders is that the underlying stock does not move as much as originally expected.Looking to Trade Options?Check out the simple yet high-powered approach that Zacks Executive VP Kevin Matras has used to close recent double and triple-digit winners. In addition to impressive profit potential, these trades can actually reduce your risk.Click to see the trades now &gt;&gt;Story continuesWant the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free reportCF Industries Holdings, Inc. (CF) : Free Stock Analysis ReportTo read this article on Zacks.com click here.Zacks Investment Research]"
9,db8ec4c9-35b1-302d-9f74-caf4b2160976,WMT,2022-12-31,Walmart Wants to Make Shopping Even Easier,TheStreet.com,https://finance.yahoo.com/m/db8ec4c9-35b1-302d-9f74-caf4b2160976/walmart-wants-to-make.html,1672490280,STORY,"['WMT', 'TGT']","[In 2020, Target became the first big-box chain to make some of its products available to buy directly for those scrolling the social media platform. Platforms like Instagram, Facebook and Twitter have been tinkering with how its social media platforms should look and work. While it has largely stayed off the direct shopping features available on other platforms, Walmart is the latest major retailer to expand into this type of off-site shopping.Continue reading]"
